Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 5, 'n_head': 7, 'n_kv_head': 7, 'n_embd': 448, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 3,670,016
  value_embeds            : 11,010,048
  lm_head                 : 3,670,016
  transformer_matrices    : 11,039,728
  scalars                 : 10
  total                   : 29,389,818
Estimated FLOPs per token: 1.047735e+08
Scaling AdamW LRs by 1/sqrt(448/768) = 1.309307
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011097 | lrm: 1.00 | dt: 18429ms | tok/sec: 3,556 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01027 (61.5%) | loss: 3.300308 | lrm: 0.40 | dt: 184ms | tok/sec: 355,799 | mfu: 3.8% | epoch: 1 | remaining: 115s    
step 01028 (61.6%) | loss: 3.306538 | lrm: 0.40 | dt: 180ms | tok/sec: 363,190 | mfu: 3.8% | epoch: 1 | remaining: 115s    
step 01029 (61.6%) | loss: 3.302003 | lrm: 0.40 | dt: 181ms | tok/sec: 361,150 | mfu: 3.8% | epoch: 1 | remaining: 115s    
step 01030 (61.7%) | loss: 3.288723 | lrm: 0.40 | dt: 184ms | tok/sec: 356,867 | mfu: 3.8% | epoch: 1 | remaining: 115s    
step 01031 (61.7%) | loss: 3.298070 | lrm: 0.39 | dt: 185ms | tok/sec: 354,167 | mfu: 3.8% | epoch: 1 | remaining: 115s    
step 01032 (61.8%) | loss: 3.294453 | lrm: 0.39 | dt: 184ms | tok/sec: 355,217 | mfu: 3.8% | epoch: 1 | remaining: 114s    
step 01033 (61.9%) | loss: 3.303648 | lrm: 0.39 | dt: 183ms | tok/sec: 358,771 | mfu: 3.8% | epoch: 1 | remaining: 114s    
step 01034 (61.9%) | loss: 3.306445 | lrm: 0.39 | dt: 180ms | tok/sec: 363,780 | mfu: 3.9% | epoch: 1 | remaining: 114s    
step 01035 (62.0%) | loss: 3.309481 | lrm: 0.39 | dt: 183ms | tok/sec: 358,788 | mfu: 3.8% | epoch: 1 | remaining: 114s    
step 01036 (62.1%) | loss: 3.306047 | lrm: 0.39 | dt: 184ms | tok/sec: 355,904 | mfu: 3.8% | epoch: 1 | remaining: 114s    
step 01037 (62.1%) | loss: 3.300672 | lrm: 0.39 | dt: 185ms | tok/sec: 355,120 | mfu: 3.8% | epoch: 1 | remaining: 113s    
step 01038 (62.2%) | loss: 3.302773 | lrm: 0.39 | dt: 185ms | tok/sec: 354,389 | mfu: 3.8% | epoch: 1 | remaining: 113s    
step 01039 (62.2%) | loss: 3.300634 | lrm: 0.39 | dt: 184ms | tok/sec: 356,323 | mfu: 3.8% | epoch: 1 | remaining: 113s    
step 01040 (62.3%) | loss: 3.293972 | lrm: 0.39 | dt: 181ms | tok/sec: 362,645 | mfu: 3.8% | epoch: 1 | remaining: 113s    
step 01041 (62.4%) | loss: 3.292160 | lrm: 0.39 | dt: 182ms | tok/sec: 360,211 | mfu: 3.8% | epoch: 1 | remaining: 113s    
step 01042 (62.4%) | loss: 3.289086 | lrm: 0.39 | dt: 184ms | tok/sec: 356,841 | mfu: 3.8% | epoch: 1 | remaining: 113s    
step 01043 (62.5%) | loss: 3.296857 | lrm: 0.39 | dt: 185ms | tok/sec: 354,507 | mfu: 3.8% | epoch: 1 | remaining: 112s    
step 01044 (62.5%) | loss: 3.295778 | lrm: 0.39 | dt: 185ms | tok/sec: 354,282 | mfu: 3.8% | epoch: 1 | remaining: 112s    
step 01045 (62.6%) | loss: 3.301371 | lrm: 0.39 | dt: 183ms | tok/sec: 358,912 | mfu: 3.8% | epoch: 1 | remaining: 112s    
step 01046 (62.7%) | loss: 3.298635 | lrm: 0.39 | dt: 180ms | tok/sec: 363,495 | mfu: 3.8% | epoch: 1 | remaining: 112s    
step 01047 (62.7%) | loss: 3.297718 | lrm: 0.39 | dt: 181ms | tok/sec: 361,339 | mfu: 3.8% | epoch: 1 | remaining: 112s    
step 01048 (62.8%) | loss: 3.304236 | lrm: 0.38 | dt: 184ms | tok/sec: 356,555 | mfu: 3.8% | epoch: 1 | remaining: 111s    
step 01049 (62.8%) | loss: 3.305854 | lrm: 0.38 | dt: 185ms | tok/sec: 355,137 | mfu: 3.8% | epoch: 1 | remaining: 111s    
step 01050 (62.9%) | loss: 3.302136 | lrm: 0.38 | dt: 187ms | tok/sec: 351,086 | mfu: 3.7% | epoch: 1 | remaining: 111s    
step 01051 (63.0%) | loss: 3.303083 | lrm: 0.38 | dt: 180ms | tok/sec: 363,225 | mfu: 3.8% | epoch: 1 | remaining: 111s    
step 01052 (63.0%) | loss: 3.290392 | lrm: 0.38 | dt: 181ms | tok/sec: 361,677 | mfu: 3.8% | epoch: 1 | remaining: 111s    
step 01053 (63.1%) | loss: 3.300341 | lrm: 0.38 | dt: 184ms | tok/sec: 356,671 | mfu: 3.8% | epoch: 1 | remaining: 111s    
step 01054 (63.1%) | loss: 3.295277 | lrm: 0.38 | dt: 183ms | tok/sec: 358,085 | mfu: 3.8% | epoch: 1 | remaining: 110s    
step 01055 (63.2%) | loss: 3.301223 | lrm: 0.38 | dt: 185ms | tok/sec: 354,041 | mfu: 3.7% | epoch: 1 | remaining: 110s    
step 01056 (63.3%) | loss: 3.290006 | lrm: 0.38 | dt: 186ms | tok/sec: 352,363 | mfu: 3.7% | epoch: 1 | remaining: 110s    
step 01057 (63.3%) | loss: 3.293993 | lrm: 0.38 | dt: 182ms | tok/sec: 360,206 | mfu: 3.8% | epoch: 1 | remaining: 110s    
step 01058 (63.4%) | loss: 3.293444 | lrm: 0.38 | dt: 180ms | tok/sec: 363,870 | mfu: 3.9% | epoch: 1 | remaining: 110s    
step 01059 (63.5%) | loss: 3.299333 | lrm: 0.38 | dt: 182ms | tok/sec: 360,253 | mfu: 3.8% | epoch: 1 | remaining: 109s    
step 01060 (63.5%) | loss: 3.300774 | lrm: 0.38 | dt: 184ms | tok/sec: 355,258 | mfu: 3.8% | epoch: 1 | remaining: 109s    
step 01061 (63.6%) | loss: 3.297516 | lrm: 0.38 | dt: 185ms | tok/sec: 354,741 | mfu: 3.8% | epoch: 1 | remaining: 109s    
step 01062 (63.6%) | loss: 3.299061 | lrm: 0.38 | dt: 185ms | tok/sec: 355,023 | mfu: 3.8% | epoch: 1 | remaining: 109s    
step 01063 (63.7%) | loss: 3.295902 | lrm: 0.38 | dt: 185ms | tok/sec: 354,783 | mfu: 3.8% | epoch: 1 | remaining: 109s    
step 01064 (63.8%) | loss: 3.295505 | lrm: 0.38 | dt: 180ms | tok/sec: 363,977 | mfu: 3.9% | epoch: 1 | remaining: 109s    
step 01065 (63.8%) | loss: 3.298276 | lrm: 0.37 | dt: 181ms | tok/sec: 362,884 | mfu: 3.8% | epoch: 1 | remaining: 108s    
step 01066 (63.9%) | loss: 3.297240 | lrm: 0.37 | dt: 184ms | tok/sec: 355,620 | mfu: 3.8% | epoch: 1 | remaining: 108s    
step 01067 (63.9%) | loss: 3.289412 | lrm: 0.37 | dt: 185ms | tok/sec: 355,125 | mfu: 3.8% | epoch: 1 | remaining: 108s    
step 01068 (64.0%) | loss: 3.297933 | lrm: 0.37 | dt: 186ms | tok/sec: 352,951 | mfu: 3.7% | epoch: 1 | remaining: 108s    
step 01069 (64.1%) | loss: 3.300444 | lrm: 0.37 | dt: 181ms | tok/sec: 361,332 | mfu: 3.8% | epoch: 1 | remaining: 108s    
step 01070 (64.1%) | loss: 3.290935 | lrm: 0.37 | dt: 181ms | tok/sec: 362,976 | mfu: 3.8% | epoch: 1 | remaining: 107s    
step 01071 (64.2%) | loss: 3.281064 | lrm: 0.37 | dt: 183ms | tok/sec: 357,730 | mfu: 3.8% | epoch: 1 | remaining: 107s    
step 01072 (64.2%) | loss: 3.277827 | lrm: 0.37 | dt: 183ms | tok/sec: 357,673 | mfu: 3.8% | epoch: 1 | remaining: 107s    
step 01073 (64.3%) | loss: 3.286360 | lrm: 0.37 | dt: 184ms | tok/sec: 356,070 | mfu: 3.8% | epoch: 1 | remaining: 107s    
step 01074 (64.4%) | loss: 3.297369 | lrm: 0.37 | dt: 185ms | tok/sec: 354,642 | mfu: 3.8% | epoch: 1 | remaining: 107s    
step 01075 (64.4%) | loss: 3.296957 | lrm: 0.37 | dt: 183ms | tok/sec: 357,207 | mfu: 3.8% | epoch: 1 | remaining: 107s    
step 01076 (64.5%) | loss: 3.299153 | lrm: 0.37 | dt: 180ms | tok/sec: 363,254 | mfu: 3.8% | epoch: 1 | remaining: 106s    
step 01077 (64.6%) | loss: 3.297789 | lrm: 0.37 | dt: 181ms | tok/sec: 362,849 | mfu: 3.8% | epoch: 1 | remaining: 106s    
step 01078 (64.6%) | loss: 3.298467 | lrm: 0.37 | dt: 186ms | tok/sec: 352,703 | mfu: 3.7% | epoch: 1 | remaining: 106s    
step 01079 (64.7%) | loss: 3.290483 | lrm: 0.37 | dt: 183ms | tok/sec: 358,673 | mfu: 3.8% | epoch: 1 | remaining: 106s    
step 01080 (64.7%) | loss: 3.287149 | lrm: 0.37 | dt: 186ms | tok/sec: 352,515 | mfu: 3.7% | epoch: 1 | remaining: 106s    
step 01081 (64.8%) | loss: 3.276381 | lrm: 0.36 | dt: 184ms | tok/sec: 356,720 | mfu: 3.8% | epoch: 1 | remaining: 105s    
step 01082 (64.9%) | loss: 3.276821 | lrm: 0.36 | dt: 181ms | tok/sec: 361,269 | mfu: 3.8% | epoch: 1 | remaining: 105s    
step 01083 (64.9%) | loss: 3.272252 | lrm: 0.36 | dt: 181ms | tok/sec: 362,202 | mfu: 3.8% | epoch: 1 | remaining: 105s    
step 01084 (65.0%) | loss: 3.277968 | lrm: 0.36 | dt: 182ms | tok/sec: 360,054 | mfu: 3.8% | epoch: 1 | remaining: 105s    
step 01085 (65.0%) | loss: 3.282424 | lrm: 0.36 | dt: 184ms | tok/sec: 356,175 | mfu: 3.8% | epoch: 1 | remaining: 105s    
step 01086 (65.1%) | loss: 3.284459 | lrm: 0.36 | dt: 186ms | tok/sec: 353,075 | mfu: 3.7% | epoch: 1 | remaining: 105s    
step 01087 (65.2%) | loss: 3.284992 | lrm: 0.36 | dt: 186ms | tok/sec: 352,451 | mfu: 3.7% | epoch: 1 | remaining: 104s    
step 01088 (65.2%) | loss: 3.270510 | lrm: 0.36 | dt: 181ms | tok/sec: 361,986 | mfu: 3.8% | epoch: 1 | remaining: 104s    
step 01089 (65.3%) | loss: 3.268295 | lrm: 0.36 | dt: 180ms | tok/sec: 363,374 | mfu: 3.8% | epoch: 1 | remaining: 104s    
step 01090 (65.3%) | loss: 3.274454 | lrm: 0.36 | dt: 182ms | tok/sec: 360,597 | mfu: 3.8% | epoch: 1 | remaining: 104s    
step 01091 (65.4%) | loss: 3.279618 | lrm: 0.36 | dt: 184ms | tok/sec: 356,492 | mfu: 3.8% | epoch: 1 | remaining: 104s    
step 01092 (65.5%) | loss: 3.284037 | lrm: 0.36 | dt: 186ms | tok/sec: 352,591 | mfu: 3.7% | epoch: 1 | remaining: 103s    
step 01093 (65.5%) | loss: 3.284322 | lrm: 0.36 | dt: 185ms | tok/sec: 354,970 | mfu: 3.8% | epoch: 1 | remaining: 103s    
step 01094 (65.6%) | loss: 3.282214 | lrm: 0.36 | dt: 183ms | tok/sec: 358,825 | mfu: 3.8% | epoch: 1 | remaining: 103s    
step 01095 (65.7%) | loss: 3.268493 | lrm: 0.36 | dt: 180ms | tok/sec: 364,552 | mfu: 3.9% | epoch: 1 | remaining: 103s    
step 01096 (65.7%) | loss: 3.271091 | lrm: 0.36 | dt: 182ms | tok/sec: 359,628 | mfu: 3.8% | epoch: 1 | remaining: 103s    
step 01097 (65.8%) | loss: 3.271610 | lrm: 0.36 | dt: 184ms | tok/sec: 356,490 | mfu: 3.8% | epoch: 1 | remaining: 102s    
step 01098 (65.8%) | loss: 3.260841 | lrm: 0.35 | dt: 185ms | tok/sec: 353,999 | mfu: 3.7% | epoch: 1 | remaining: 102s    
step 01099 (65.9%) | loss: 3.253893 | lrm: 0.35 | dt: 186ms | tok/sec: 352,169 | mfu: 3.7% | epoch: 1 | remaining: 102s    
step 01100 (66.0%) | loss: 3.247215 | lrm: 0.35 | dt: 182ms | tok/sec: 360,632 | mfu: 3.8% | epoch: 1 | remaining: 102s    
step 01101 (66.0%) | loss: 3.253872 | lrm: 0.35 | dt: 180ms | tok/sec: 363,718 | mfu: 3.9% | epoch: 1 | remaining: 102s    
step 01102 (66.1%) | loss: 3.260183 | lrm: 0.35 | dt: 182ms | tok/sec: 359,457 | mfu: 3.8% | epoch: 1 | remaining: 102s    
step 01103 (66.1%) | loss: 3.269656 | lrm: 0.35 | dt: 184ms | tok/sec: 356,291 | mfu: 3.8% | epoch: 1 | remaining: 101s    
step 01104 (66.2%) | loss: 3.265388 | lrm: 0.35 | dt: 186ms | tok/sec: 352,992 | mfu: 3.7% | epoch: 1 | remaining: 101s    
step 01105 (66.3%) | loss: 3.263227 | lrm: 0.35 | dt: 184ms | tok/sec: 355,535 | mfu: 3.8% | epoch: 1 | remaining: 101s    
step 01106 (66.3%) | loss: 3.267868 | lrm: 0.35 | dt: 182ms | tok/sec: 359,105 | mfu: 3.8% | epoch: 1 | remaining: 101s    
step 01107 (66.4%) | loss: 3.268840 | lrm: 0.35 | dt: 180ms | tok/sec: 363,818 | mfu: 3.9% | epoch: 1 | remaining: 101s    
step 01108 (66.4%) | loss: 3.261825 | lrm: 0.35 | dt: 183ms | tok/sec: 358,616 | mfu: 3.8% | epoch: 1 | remaining: 100s    
step 01109 (66.5%) | loss: 3.253514 | lrm: 0.35 | dt: 185ms | tok/sec: 354,081 | mfu: 3.7% | epoch: 1 | remaining: 100s    
step 01110 (66.6%) | loss: 3.257261 | lrm: 0.35 | dt: 185ms | tok/sec: 355,086 | mfu: 3.8% | epoch: 1 | remaining: 100s    
step 01111 (66.6%) | loss: 3.255754 | lrm: 0.35 | dt: 185ms | tok/sec: 354,123 | mfu: 3.7% | epoch: 1 | remaining: 100s    
step 01112 (66.7%) | loss: 3.262068 | lrm: 0.35 | dt: 181ms | tok/sec: 362,465 | mfu: 3.8% | epoch: 1 | remaining: 100s    
step 01113 (66.8%) | loss: 3.265947 | lrm: 0.35 | dt: 181ms | tok/sec: 362,787 | mfu: 3.8% | epoch: 1 | remaining: 100s    
step 01114 (66.8%) | loss: 3.272293 | lrm: 0.35 | dt: 183ms | tok/sec: 357,993 | mfu: 3.8% | epoch: 1 | remaining: 99s    
step 01115 (66.9%) | loss: 3.278035 | lrm: 0.34 | dt: 184ms | tok/sec: 356,357 | mfu: 3.8% | epoch: 1 | remaining: 99s    
step 01116 (66.9%) | loss: 3.274574 | lrm: 0.34 | dt: 186ms | tok/sec: 352,051 | mfu: 3.7% | epoch: 1 | remaining: 99s    
step 01117 (67.0%) | loss: 3.262046 | lrm: 0.34 | dt: 185ms | tok/sec: 354,923 | mfu: 3.8% | epoch: 1 | remaining: 99s    
step 01118 (67.1%) | loss: 3.267305 | lrm: 0.34 | dt: 180ms | tok/sec: 364,293 | mfu: 3.9% | epoch: 1 | remaining: 99s    
step 01119 (67.1%) | loss: 3.260378 | lrm: 0.34 | dt: 182ms | tok/sec: 360,713 | mfu: 3.8% | epoch: 1 | remaining: 98s    
step 01120 (67.2%) | loss: 3.253421 | lrm: 0.34 | dt: 183ms | tok/sec: 358,965 | mfu: 3.8% | epoch: 1 | remaining: 98s    
step 01121 (67.2%) | loss: 3.246310 | lrm: 0.34 | dt: 185ms | tok/sec: 353,624 | mfu: 3.7% | epoch: 1 | remaining: 98s    
step 01122 (67.3%) | loss: 3.241326 | lrm: 0.34 | dt: 186ms | tok/sec: 351,658 | mfu: 3.7% | epoch: 1 | remaining: 98s    
step 01123 (67.4%) | loss: 3.244123 | lrm: 0.34 | dt: 183ms | tok/sec: 357,172 | mfu: 3.8% | epoch: 1 | remaining: 98s    
step 01124 (67.4%) | loss: 3.244151 | lrm: 0.34 | dt: 181ms | tok/sec: 362,793 | mfu: 3.8% | epoch: 1 | remaining: 98s    
step 01125 (67.5%) | loss: 3.243030 | lrm: 0.34 | dt: 181ms | tok/sec: 361,866 | mfu: 3.8% | epoch: 1 | remaining: 97s    
step 01126 (67.5%) | loss: 3.247170 | lrm: 0.34 | dt: 183ms | tok/sec: 358,138 | mfu: 3.8% | epoch: 1 | remaining: 97s    
step 01127 (67.6%) | loss: 3.248574 | lrm: 0.34 | dt: 184ms | tok/sec: 355,577 | mfu: 3.8% | epoch: 1 | remaining: 97s    
step 01128 (67.7%) | loss: 3.244926 | lrm: 0.34 | dt: 185ms | tok/sec: 354,861 | mfu: 3.8% | epoch: 1 | remaining: 97s    
step 01129 (67.7%) | loss: 3.243955 | lrm: 0.34 | dt: 184ms | tok/sec: 356,371 | mfu: 3.8% | epoch: 1 | remaining: 97s    
step 01130 (67.8%) | loss: 3.252230 | lrm: 0.34 | dt: 183ms | tok/sec: 358,557 | mfu: 3.8% | epoch: 1 | remaining: 96s    
step 01131 (67.9%) | loss: 3.238926 | lrm: 0.34 | dt: 181ms | tok/sec: 362,636 | mfu: 3.8% | epoch: 1 | remaining: 96s    
step 01132 (67.9%) | loss: 3.242340 | lrm: 0.33 | dt: 182ms | tok/sec: 360,032 | mfu: 3.8% | epoch: 1 | remaining: 96s    
step 01133 (68.0%) | loss: 3.246173 | lrm: 0.33 | dt: 184ms | tok/sec: 356,906 | mfu: 3.8% | epoch: 1 | remaining: 96s    
step 01134 (68.0%) | loss: 3.250074 | lrm: 0.33 | dt: 184ms | tok/sec: 355,421 | mfu: 3.8% | epoch: 1 | remaining: 96s    
step 01135 (68.1%) | loss: 3.240676 | lrm: 0.33 | dt: 186ms | tok/sec: 352,010 | mfu: 3.7% | epoch: 1 | remaining: 96s    
step 01136 (68.2%) | loss: 3.240605 | lrm: 0.33 | dt: 182ms | tok/sec: 360,247 | mfu: 3.8% | epoch: 1 | remaining: 95s    
step 01137 (68.2%) | loss: 3.246878 | lrm: 0.33 | dt: 181ms | tok/sec: 362,288 | mfu: 3.8% | epoch: 1 | remaining: 95s    
step 01138 (68.3%) | loss: 3.242392 | lrm: 0.33 | dt: 183ms | tok/sec: 357,917 | mfu: 3.8% | epoch: 1 | remaining: 95s    
step 01139 (68.3%) | loss: 3.246948 | lrm: 0.33 | dt: 182ms | tok/sec: 359,174 | mfu: 3.8% | epoch: 1 | remaining: 95s    
step 01140 (68.4%) | loss: 3.255508 | lrm: 0.33 | dt: 186ms | tok/sec: 352,519 | mfu: 3.7% | epoch: 1 | remaining: 95s    
step 01141 (68.5%) | loss: 3.246203 | lrm: 0.33 | dt: 185ms | tok/sec: 354,160 | mfu: 3.8% | epoch: 1 | remaining: 94s    
step 01142 (68.5%) | loss: 3.252013 | lrm: 0.33 | dt: 181ms | tok/sec: 361,404 | mfu: 3.8% | epoch: 1 | remaining: 94s    
step 01143 (68.6%) | loss: 3.255420 | lrm: 0.33 | dt: 181ms | tok/sec: 361,322 | mfu: 3.8% | epoch: 1 | remaining: 94s    
step 01144 (68.6%) | loss: 3.260183 | lrm: 0.33 | dt: 181ms | tok/sec: 361,174 | mfu: 3.8% | epoch: 1 | remaining: 94s    
step 01145 (68.7%) | loss: 3.256861 | lrm: 0.33 | dt: 184ms | tok/sec: 356,918 | mfu: 3.8% | epoch: 1 | remaining: 94s    
step 01146 (68.8%) | loss: 3.259934 | lrm: 0.33 | dt: 185ms | tok/sec: 355,180 | mfu: 3.8% | epoch: 1 | remaining: 94s    
step 01147 (68.8%) | loss: 3.255367 | lrm: 0.33 | dt: 185ms | tok/sec: 353,779 | mfu: 3.7% | epoch: 1 | remaining: 93s    
step 01148 (68.9%) | loss: 3.259709 | lrm: 0.32 | dt: 184ms | tok/sec: 356,561 | mfu: 3.8% | epoch: 1 | remaining: 93s    
step 01149 (69.0%) | loss: 3.257850 | lrm: 0.32 | dt: 180ms | tok/sec: 364,121 | mfu: 3.9% | epoch: 1 | remaining: 93s    
step 01150 (69.0%) | loss: 3.266763 | lrm: 0.32 | dt: 182ms | tok/sec: 360,666 | mfu: 3.8% | epoch: 1 | remaining: 93s    
step 01151 (69.1%) | loss: 3.258722 | lrm: 0.32 | dt: 183ms | tok/sec: 357,995 | mfu: 3.8% | epoch: 1 | remaining: 93s    
step 01152 (69.1%) | loss: 3.257611 | lrm: 0.32 | dt: 183ms | tok/sec: 357,991 | mfu: 3.8% | epoch: 1 | remaining: 92s    
step 01153 (69.2%) | loss: 3.261643 | lrm: 0.32 | dt: 185ms | tok/sec: 354,905 | mfu: 3.8% | epoch: 1 | remaining: 92s    
step 01154 (69.3%) | loss: 3.256235 | lrm: 0.32 | dt: 185ms | tok/sec: 354,401 | mfu: 3.8% | epoch: 1 | remaining: 92s    
step 01155 (69.3%) | loss: 3.246137 | lrm: 0.32 | dt: 182ms | tok/sec: 360,027 | mfu: 3.8% | epoch: 1 | remaining: 92s    
step 01156 (69.4%) | loss: 3.249936 | lrm: 0.32 | dt: 181ms | tok/sec: 362,738 | mfu: 3.8% | epoch: 1 | remaining: 92s    
step 01157 (69.4%) | loss: 3.249491 | lrm: 0.32 | dt: 183ms | tok/sec: 357,942 | mfu: 3.8% | epoch: 1 | remaining: 92s    
step 01158 (69.5%) | loss: 3.247417 | lrm: 0.32 | dt: 183ms | tok/sec: 358,729 | mfu: 3.8% | epoch: 1 | remaining: 91s    
step 01159 (69.6%) | loss: 3.241606 | lrm: 0.32 | dt: 184ms | tok/sec: 355,500 | mfu: 3.8% | epoch: 1 | remaining: 91s    
step 01160 (69.6%) | loss: 3.256202 | lrm: 0.32 | dt: 185ms | tok/sec: 354,161 | mfu: 3.8% | epoch: 1 | remaining: 91s    
step 01161 (69.7%) | loss: 3.267367 | lrm: 0.32 | dt: 183ms | tok/sec: 358,810 | mfu: 3.8% | epoch: 1 | remaining: 91s    
step 01162 (69.7%) | loss: 3.263797 | lrm: 0.32 | dt: 181ms | tok/sec: 361,829 | mfu: 3.8% | epoch: 1 | remaining: 91s    
step 01163 (69.8%) | loss: 3.267490 | lrm: 0.32 | dt: 182ms | tok/sec: 360,213 | mfu: 3.8% | epoch: 1 | remaining: 90s    
step 01164 (69.9%) | loss: 3.261078 | lrm: 0.32 | dt: 184ms | tok/sec: 355,982 | mfu: 3.8% | epoch: 1 | remaining: 90s    
step 01165 (69.9%) | loss: 3.263144 | lrm: 0.31 | dt: 185ms | tok/sec: 353,961 | mfu: 3.7% | epoch: 1 | remaining: 90s    
step 01166 (70.0%) | loss: 3.264521 | lrm: 0.31 | dt: 186ms | tok/sec: 351,545 | mfu: 3.7% | epoch: 1 | remaining: 90s    
step 01167 (70.0%) | loss: 3.265868 | lrm: 0.31 | dt: 181ms | tok/sec: 362,787 | mfu: 3.8% | epoch: 1 | remaining: 90s    
step 01168 (70.1%) | loss: 3.261372 | lrm: 0.31 | dt: 180ms | tok/sec: 364,260 | mfu: 3.9% | epoch: 1 | remaining: 89s    
step 01169 (70.2%) | loss: 3.261263 | lrm: 0.31 | dt: 184ms | tok/sec: 356,829 | mfu: 3.8% | epoch: 1 | remaining: 89s    
step 01170 (70.2%) | loss: 3.255310 | lrm: 0.31 | dt: 184ms | tok/sec: 356,795 | mfu: 3.8% | epoch: 1 | remaining: 89s    
step 01171 (70.3%) | loss: 3.257272 | lrm: 0.31 | dt: 187ms | tok/sec: 349,863 | mfu: 3.7% | epoch: 1 | remaining: 89s    
step 01172 (70.4%) | loss: 3.261371 | lrm: 0.31 | dt: 186ms | tok/sec: 353,144 | mfu: 3.7% | epoch: 1 | remaining: 89s    
step 01173 (70.4%) | loss: 3.260044 | lrm: 0.31 | dt: 180ms | tok/sec: 364,136 | mfu: 3.9% | epoch: 1 | remaining: 89s    
step 01174 (70.5%) | loss: 3.259066 | lrm: 0.31 | dt: 181ms | tok/sec: 361,469 | mfu: 3.8% | epoch: 1 | remaining: 88s    
step 01175 (70.5%) | loss: 3.260124 | lrm: 0.31 | dt: 182ms | tok/sec: 361,014 | mfu: 3.8% | epoch: 1 | remaining: 88s    
step 01176 (70.6%) | loss: 3.264780 | lrm: 0.31 | dt: 185ms | tok/sec: 354,617 | mfu: 3.8% | epoch: 1 | remaining: 88s    
step 01177 (70.7%) | loss: 3.261457 | lrm: 0.31 | dt: 186ms | tok/sec: 351,867 | mfu: 3.7% | epoch: 1 | remaining: 88s    
step 01178 (70.7%) | loss: 3.248505 | lrm: 0.31 | dt: 184ms | tok/sec: 356,988 | mfu: 3.8% | epoch: 1 | remaining: 88s    
step 01179 (70.8%) | loss: 3.252137 | lrm: 0.31 | dt: 181ms | tok/sec: 362,702 | mfu: 3.8% | epoch: 1 | remaining: 87s    
step 01180 (70.8%) | loss: 3.249824 | lrm: 0.31 | dt: 182ms | tok/sec: 360,863 | mfu: 3.8% | epoch: 1 | remaining: 87s    
step 01181 (70.9%) | loss: 3.253972 | lrm: 0.31 | dt: 185ms | tok/sec: 354,963 | mfu: 3.8% | epoch: 1 | remaining: 87s    
step 01182 (71.0%) | loss: 3.257969 | lrm: 0.30 | dt: 186ms | tok/sec: 352,560 | mfu: 3.7% | epoch: 1 | remaining: 87s    
step 01183 (71.0%) | loss: 3.264424 | lrm: 0.30 | dt: 187ms | tok/sec: 350,272 | mfu: 3.7% | epoch: 1 | remaining: 87s    
step 01184 (71.1%) | loss: 3.265950 | lrm: 0.30 | dt: 181ms | tok/sec: 361,787 | mfu: 3.8% | epoch: 1 | remaining: 87s    
step 01185 (71.1%) | loss: 3.262284 | lrm: 0.30 | dt: 180ms | tok/sec: 364,026 | mfu: 3.9% | epoch: 1 | remaining: 86s    
step 01186 (71.2%) | loss: 3.268449 | lrm: 0.30 | dt: 182ms | tok/sec: 359,780 | mfu: 3.8% | epoch: 1 | remaining: 86s    
step 01187 (71.3%) | loss: 3.267261 | lrm: 0.30 | dt: 184ms | tok/sec: 356,210 | mfu: 3.8% | epoch: 1 | remaining: 86s    
step 01188 (71.3%) | loss: 3.264429 | lrm: 0.30 | dt: 187ms | tok/sec: 349,712 | mfu: 3.7% | epoch: 1 | remaining: 86s    
step 01189 (71.4%) | loss: 3.268100 | lrm: 0.30 | dt: 185ms | tok/sec: 354,538 | mfu: 3.8% | epoch: 1 | remaining: 86s    
step 01190 (71.5%) | loss: 3.276221 | lrm: 0.30 | dt: 180ms | tok/sec: 363,246 | mfu: 3.8% | epoch: 1 | remaining: 85s    
step 01191 (71.5%) | loss: 3.275157 | lrm: 0.30 | dt: 181ms | tok/sec: 361,619 | mfu: 3.8% | epoch: 1 | remaining: 85s    
step 01192 (71.6%) | loss: 3.268486 | lrm: 0.30 | dt: 182ms | tok/sec: 359,973 | mfu: 3.8% | epoch: 1 | remaining: 85s    
step 01193 (71.6%) | loss: 3.263117 | lrm: 0.30 | dt: 185ms | tok/sec: 354,042 | mfu: 3.7% | epoch: 1 | remaining: 85s    
step 01194 (71.7%) | loss: 3.256958 | lrm: 0.30 | dt: 188ms | tok/sec: 348,782 | mfu: 3.7% | epoch: 1 | remaining: 85s    
step 01195 (71.8%) | loss: 3.254640 | lrm: 0.30 | dt: 182ms | tok/sec: 359,122 | mfu: 3.8% | epoch: 1 | remaining: 85s    
step 01196 (71.8%) | loss: 3.257429 | lrm: 0.30 | dt: 181ms | tok/sec: 362,858 | mfu: 3.8% | epoch: 1 | remaining: 84s    
step 01197 (71.9%) | loss: 3.253780 | lrm: 0.30 | dt: 181ms | tok/sec: 362,666 | mfu: 3.8% | epoch: 1 | remaining: 84s    
step 01198 (71.9%) | loss: 3.249598 | lrm: 0.29 | dt: 184ms | tok/sec: 355,403 | mfu: 3.8% | epoch: 1 | remaining: 84s    
